Global Volcanism Program - Volcanoes of the World 4.8.6,,,Basic List of Pleistocene Volcanoes,,Downloaded on 05 Mar 2020 at 10:51 AM,,,,,,,
Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
355860,Piedra Parada,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-26.4,-68.75,5920,,Subduction zone / Continental crust (>25 km)
355861,San Francisco,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-26.9,-68.27,6018,,Subduction zone / Continental crust (>25 km)
355862,Tres Cruces,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.08,-68.8,6620,,Subduction zone / Continental crust (>25 km)
355863,"Patos, Los",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.27,-69,6250,,Subduction zone / Continental crust (>25 km)
355864,"Queva, Nevado",Argentina,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-24.309,-66.732,6134,,Subduction zone / Continental crust (>25 km)
355865,Tocomar,Argentina,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-24.2,-66.5,4950,,Intraplate / Continental crust (>25 km)
355866,Gemelos-Saladillo,Argentina,Pyroclastic cone(s),,,South America,"Northern Chile, Bolivia and Argentina",-24.75,-66.17,0,,Intraplate / Continental crust (>25 km)
355867,Antofalla,Argentina,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-25.55,-67.92,6409,,Subduction zone / Continental crust (>25 km)
355868,"Galan, Cerro",Argentina,Caldera,,,South America,"Northern Chile, Bolivia and Argentina",-25.93,-66.92,6000,,Subduction zone / Continental crust (>25 km)
355869,"Colorado, Cerro",Argentina,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-26.18,-68.37,6049,,Subduction zone / Continental crust (>25 km)
355870,Incapillo,Argentina,Caldera,,,South America,"Northern Chile, Bolivia and Argentina",-27.9,-68.8,5750,,Subduction zone / Continental crust (>25 km)
356010,San Felix,Chile,Shield,,,South America,Pacific Ocean (Chilean Islands),-26.294,-80.112,159,,Intraplate / Oceanic crust (< 15 km)
356020,Robinson Crusoe,Chile,Shield(s),,,South America,Pacific Ocean (Chilean Islands),-33.658,-78.85,922,,Intraplate / Oceanic crust (< 15 km)
356040,Seamount JF6,Chile,Submarine,,,South America,Pacific Ocean (Chilean Islands),-33.427,-76.87,-642,,Intraplate / Oceanic crust (< 15 km)
356800,Sala y Gomez,Chile,Shield?,,,South America,Pacific Ocean (Chilean Islands),-26.47,-105.47,15,,Intraplate / Oceanic crust (< 15 km)
356801,Alexander Selkirk,Chile,Shield,,,South America,Pacific Ocean (Chilean Islands),-33.763,-80.811,1266,,Intraplate / Oceanic crust (< 15 km)
357071,Cochiquito Volcanic Group,Argentina,Stratovolcano(es),,,South America,Central Chile and Argentina,-36.739,-69.834,1435,,Subduction zone / Continental crust (>25 km)
357800,Tupungato,Chile-Argentina,Stratovolcano,,,South America,Central Chile and Argentina,-33.359,-69.77,6570,,Subduction zone / Continental crust (>25 km)
357801,"Piuquenes, Nevado de los",Chile-Argentina,Stratovolcano,,,South America,Central Chile and Argentina,-33.52,-69.83,6019,,Subduction zone / Continental crust (>25 km)
357802,Northern Mendoza Volcanic Field,Argentina,Volcanic field,,,South America,Central Chile and Argentina,-34.67,-69,0,,Intraplate / Continental crust (>25 km)
357803,Llancanelo Volcanic Field,Argentina,Pyroclastic cone(s),,,South America,Central Chile and Argentina,-35.75,-69.25,1876,,Subduction zone / Continental crust (>25 km)
357804,Puelche Volcanic Field,Chile,Volcanic field,,,South America,Central Chile and Argentina,-35.78,-70.48,3140,,Subduction zone / Continental crust (>25 km)
357805,Sordo Lucas,Chile,Stratovolcano,,,South America,Central Chile and Argentina,-34.987,-70.456,3349,,Subduction zone / Continental crust (>25 km)
357806,"Nevado, Cerro",Argentina,Volcanic field,,,South America,Central Chile and Argentina,-35.58,-68.489,3791,,Intraplate / Continental crust (>25 km)
357807,Auca Mahuida Volcanic Field,Argentina,Volcanic field,,,South America,Central Chile and Argentina,-37.738,-68.924,2243,,Intraplate / Continental crust (>25 km)
357808,"Nevada, Sierra",Chile,Stratovolcano,,,South America,Central Chile and Argentina,-38.58,-71.58,2554,,Subduction zone / Continental crust (>25 km)
357809,Pino Hachado,Argentina,Caldera,,,South America,Central Chile and Argentina,-38.679,-70.814,2017,,Intraplate / Continental crust (>25 km)
357810,"Trautrén, Cerro",Chile-Argentina,Stratovolcano(es),,,South America,Central Chile and Argentina,-39.17,-71.4,1846,,Subduction zone / Continental crust (>25 km)
357811,"Caburgua, Nevados de",Chile,Stratovolcano(es),,,South America,Central Chile and Argentina,-39.17,-70.53,1862,,Subduction zone / Continental crust (>25 km)
357812,"Maichín, Cerro",Chile,Stratovolcano,,,South America,Central Chile and Argentina,-39.35,-71.55,0,,Subduction zone / Continental crust (>25 km)
357813,Quinchilca,Chile,Stratovolcano(es),,,South America,Central Chile and Argentina,-39.68,-72.008,1632,,Subduction zone / Continental crust (>25 km)
358021,Cuernos del Diablo,Chile,Stratovolcano,,,South America,Southern Chile and Argentina,-41.363,-72.005,1846,,Subduction zone / Continental crust (>25 km)
358058,Rio Murta,Chile,Pyroclastic cone(s),,,South America,Southern Chile and Argentina,-46.17,-72.708,681,,Subduction zone / Continental crust (>25 km)
360800,"Vigie, Morne la",Haiti,Pyroclastic cone,,,West Indies,West Indies,18.78,-72.28,831,,Subduction zone / Continental crust (>25 km)
360801,Thomazeau,Haiti,Pyroclastic cone(s),,,West Indies,West Indies,18.68,-72.08,0,,Subduction zone / Continental crust (>25 km)
360802,San Juan,Dominican Republic,Pyroclastic cone(s),,,West Indies,West Indies,18.87,-71.33,0,,Subduction zone / Continental crust (>25 km)
360803,Dos Hermanos,Dominican Republic,Volcanic field,,,West Indies,West Indies,18.75,-70.92,0,,Subduction zone / Continental crust (>25 km)
360804,Valle Nuevo,Dominican Republic,Volcanic field,,,West Indies,West Indies,18.83,-70.67,0,,Subduction zone / Continental crust (>25 km)
360805,South East Range,Saint Kitts and Nevis,Stratovolcano,,,West Indies,West Indies,17.33,-62.77,900,,Subduction zone / Oceanic crust (< 15 km)
360806,Northern Centres,Netherlands,Stratovolcano(es),,,West Indies,West Indies,17.508,-62.992,0,,Subduction zone / Oceanic crust (< 15 km)
360807,Silver Hills,United Kingdom,Lava dome(s),,,West Indies,West Indies,16.81,-62.194,403,,Subduction zone / Oceanic crust (< 15 km)
360808,Centre Hills,United Kingdom,Lava dome(s),,,West Indies,West Indies,16.759,-62.196,741,,Subduction zone / Oceanic crust (< 15 km)
360809,Septentrional Chain,France,Lava dome(s),,,West Indies,West Indies,16.23,-61.72,744,,Subduction zone / Oceanic crust (< 15 km)
360810,Axial Chain,France,Stratovolcano(es),,,West Indies,West Indies,16.12,-61.7,1354,,Subduction zone / Oceanic crust (< 15 km)
360811,Bouillante Chain,France,Maar(s),,,West Indies,West Indies,16.12,-61.75,420,,Subduction zone / Oceanic crust (< 15 km)
360812,"Caraïbes, Monts",France,Stratovolcano,,,West Indies,West Indies,15.97,-61.68,687,,Subduction zone / Oceanic crust (< 15 km)
360813,Terre de Bas,France,Stratovolcano(es),,,West Indies,West Indies,15.87,-61.63,274,,Subduction zone / Oceanic crust (< 15 km)
360814,Foundland,Dominica,Stratovolcano,,,West Indies,West Indies,15.27,-61.28,960,,Subduction zone / Oceanic crust (< 15 km)
360815,"Carbets, Pitons de",France,Stratovolcano,,,West Indies,West Indies,14.7,-61.12,1196,,Subduction zone / Oceanic crust (< 15 km)
360816,Unnamed,France,Volcanic field,,,West Indies,West Indies,14.65,-61.08,0,,Subduction zone / Oceanic crust (< 15 km)
360817,"Garu, Morne",Saint Vincent and the Grenadines,Stratovolcano,,,West Indies,West Indies,13.292,-61.2,1074,,Subduction zone / Continental crust (>25 km)
360818,Grand Bonhomme,Saint Vincent and the Grenadines,Stratovolcano,,,West Indies,West Indies,13.22,-61.208,1021,,Subduction zone / Continental crust (>25 km)
371800,Fagradalsfjall,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),63.9,-22.27,385,,Rift zone / Oceanic crust (< 15 km)
371801,Grensdalur,Iceland,Stratovolcano,,,Iceland and Arctic Ocean,Iceland (southwestern),64.02,-21.17,497,,Rift zone / Oceanic crust (< 15 km)
371802,Lyngdalsheidi,Iceland,Shield,,,Iceland and Arctic Ocean,Iceland (southwestern),64.15,-20.9,404,,Rift zone / Oceanic crust (< 15 km)
371803,Geysir,Iceland,Stratovolcano,,,Iceland and Arctic Ocean,Iceland (southwestern),64.32,-20.3,700,,Rift zone / Oceanic crust (< 15 km)
371804,Hlodufell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.93,-20.53,1188,,Rift zone / Oceanic crust (< 15 km)
371805,Thorisjokull,Iceland,Subglacial,,,Iceland and Arctic Ocean,Iceland (southwestern),64.53,-20.7,1350,,Rift zone / Oceanic crust (< 15 km)
371806,Ok,Iceland,Shield,,,Iceland and Arctic Ocean,Iceland (southwestern),64.62,-20.88,1141,,Rift zone / Oceanic crust (< 15 km)
371807,Eríksjokull,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.77,-20.4,1675,,Rift zone / Oceanic crust (< 15 km)
371808,Hrutfell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.73,-19.72,1396,,Rift zone / Oceanic crust (< 15 km)
371809,Blafell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southwestern),64.492,-19.87,1204,,Rift zone / Oceanic crust (< 15 km)
371810,Hreppar,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (southwestern),64.42,-19.5,0,,Rift zone / Oceanic crust (< 15 km)
372800,Strutur,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (southern),63.839,-18.932,956,,Rift zone / Oceanic crust (< 15 km)
373800,Tungnaarfjoll,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (northeastern),64.164,-18.496,983,,Rift zone / Oceanic crust (< 15 km)
373801,Kistufell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),64.781,-17.21,1436,,Rift zone / Oceanic crust (< 15 km)
373802,Valdalda,Iceland,Shield,,,Iceland and Arctic Ocean,Iceland (northeastern),64.97,-16.48,941,,Rift zone / Oceanic crust (< 15 km)
373803,Herdubreid,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.18,-16.35,1682,,Rift zone / Oceanic crust (< 15 km)
373804,Sellandafjall,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.42,-17.03,988,,Rift zone / Oceanic crust (< 15 km)
373805,Blafjall,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.43,-16.85,1222,,Rift zone / Oceanic crust (< 15 km)
373806,Burfell,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.55,-16.65,953,,Rift zone / Oceanic crust (< 15 km)
373807,Fjallgardar Ridge,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (northeastern),65.5,-15.67,1035,,Rift zone / Oceanic crust (< 15 km)
373808,Gaesafjoll,Iceland,Tuya,,,Iceland and Arctic Ocean,Iceland (northeastern),65.775,-16.88,882,,Rift zone / Oceanic crust (< 15 km)
373809,Lambafjoll,Iceland,Fissure vent(s),,,Iceland and Arctic Ocean,Iceland (northeastern),65.875,-16.875,840,,Rift zone / Oceanic crust (< 15 km)
377800,Sigurd,Norway,Explosion crater,,,Iceland and Arctic Ocean,Arctic Ocean,79.17,13.5,1100,,Intraplate / Continental crust (>25 km)
377801,Halvdan,Norway,Explosion crater,,,Iceland and Arctic Ocean,Arctic Ocean,79.33,13.5,834,,Intraplate / Continental crust (>25 km)
377802,Sverrefjell,Norway,Pyroclastic cone,,,Iceland and Arctic Ocean,Arctic Ocean,79.43,13.3,506,,Intraplate / Continental crust (>25 km)
384030,Sao Vicente,Cape Verde,Stratovolcano,,,Atlantic Ocean,Cape Verde Islands,16.85,-24.97,725,,Intraplate / Intermediate crust (15-25 km)
384800,Santo Antao,Cape Verde,Stratovolcano,,,Atlantic Ocean,Cape Verde Islands,17.07,-25.17,1979,,Intraplate / Intermediate crust (15-25 km)
384801,Sao Nicolau,Cape Verde,Stratovolcano,,,Atlantic Ocean,Cape Verde Islands,16.62,-24.35,1270,,Intraplate / Intermediate crust (15-25 km)
385051,Trindade,Brazil,Stratovolcano,,,Atlantic Ocean,Atlantic Ocean (central),-20.514,-29.331,600,,Intraplate / Oceanic crust (< 15 km)
385801,Martin Vaz,Brazil,Stratovolcano,,,Atlantic Ocean,Atlantic Ocean (central),-20.47,-28.85,175,,Intraplate / Oceanic crust (< 15 km)
386800,Inaccessible Island,United Kingdom,Stratovolcano,,,Atlantic Ocean,Atlantic Ocean (southern),-37.303,-12.699,563,,Rift zone / Oceanic crust (< 15 km)
386801,Gough Island,United Kingdom,Shield,,,Atlantic Ocean,Atlantic Ocean (southern),-40.32,-9.93,910,,Rift zone / Oceanic crust (< 15 km)
390014,Unnamed,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-73.45,164.58,2987,,Intraplate / Continental crust (>25 km)
390810,Gaussberg,Antarctica,Cone,,,Antarctica,Antarctica and South Sandwich Islands,-66.78,89.3,370,,Intraplate / Continental crust (>25 km)
390811,Adare Peninsula,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-71.7,170.6,2083,,Intraplate / Continental crust (>25 km)
390812,"Rittmann, Mount",Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-73.45,165.5,2600,,Intraplate / Continental crust (>25 km)
390813,Terror,Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-77.52,168.55,3262,,Intraplate / Continental crust (>25 km)
390814,Hut Point Peninsula,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-77.75,166.75,431,,Intraplate / Continental crust (>25 km)
390815,White Island,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-78.17,167.5,762,,Intraplate / Continental crust (>25 km)
390816,Black Island,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-78.22,166.33,1041,,Intraplate / Continental crust (>25 km)
390817,Transantarctic Mountain Foothills,Antarctica,Unknown,,,Antarctica,Antarctica and South Sandwich Islands,-78,163.83,0,,Intraplate / Continental crust (>25 km)
390818,Mason Spurr,Antarctica,Lava dome(s),,,Antarctica,Antarctica and South Sandwich Islands,-78.58,164.37,0,,Intraplate / Continental crust (>25 km)
390819,Taylor Valley,Antarctica,Pyroclastic cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-77.748,161.526,1489,,Intraplate / Continental crust (>25 km)
390820,Bursey,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-76,-132.67,2787,,Intraplate / Continental crust (>25 km)
390821,Obiglio,Antarctica,Pyroclastic cone,,,Antarctica,Antarctica and South Sandwich Islands,-74.458,-131.848,488,,Unknown
390822,Shepard Island,Antarctica,Tuff cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-74.424,-132.55,487,,Unknown
390823,Crary Group,Antarctica,Shield(s),,,Antarctica,Antarctica and South Sandwich Islands,-76.767,-117.717,3654,,Intraplate / Continental crust (>25 km)
390824,Murphy,Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-75.37,-110.67,2703,,Intraplate / Continental crust (>25 km)
390825,Beethoven Peninsula,Antarctica,Volcanic field,,,Antarctica,Antarctica and South Sandwich Islands,-71.55,-73.42,1050,,Intraplate / Continental crust (>25 km)
390826,Brabant Island,Antarctica,Volcanic field,,,Antarctica,Antarctica and South Sandwich Islands,-64.28,-62.33,2522,,Intraplate / Continental crust (>25 km)
390827,Livingston-Greenwich Islands,Antarctica,Tuff cone(s),,,Antarctica,Antarctica and South Sandwich Islands,-62.52,-60.02,530,,Intraplate / Continental crust (>25 km)
390828,Tabarin Peninsula,Antarctica,Shield?,,,Antarctica,Antarctica and South Sandwich Islands,-63.6,-57,730,,Intraplate / Continental crust (>25 km)
390830,Argo Point,Antarctica,Pyroclastic cone,,,Antarctica,Antarctica and South Sandwich Islands,-66.25,-60.92,360,,Intraplate / Continental crust (>25 km)
390844,Franklin Island,Antarctica,Shield,,,Antarctica,Antarctica and South Sandwich Islands,-76.17,168.38,247,,Intraplate / Continental crust (>25 km)
390845,Beaufort Island,Antarctica,Stratovolcano,,,Antarctica,Antarctica and South Sandwich Islands,-76.98,167.02,740,,Intraplate / Continental crust (>25 km)
422820,Lenderut,Kenya,Caldera,,,Africa and Red Sea,Africa (eastern),-2.095,36.285,1225,,Rift zone / Continental crust (>25 km)
422821,Shombole,Kenya,Cone,,,Africa and Red Sea,Africa (eastern),-2.131,36.1,1527,,Rift zone / Continental crust (>25 km)
422826,Tukuyu,Tanzania,Shield,,,Africa and Red Sea,Africa (eastern),-9.26,33.648,1541,,Unknown
422827,Katete,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-9.112,33.746,2481,,Rift zone / Continental crust (>25 km)
430815,"Qiranah, Jabal al",Jordan,Volcanic field,,,Middle East and Indian Ocean,Middle East (western),30.73,35.75,0,,Unknown
461838,Raja-Sabanda,Indonesia,Unknown,,,Indonesia,Sumatra,-2.228,101.43,2527,,Unknown
461839,Hulunilo,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-2.418,101.776,2469,,Unknown
461840,Tungkat,Indonesia,Unknown,,,Indonesia,Sumatra,-2.48,102.026,1576,,Unknown
464807,Ramu-Labumbu,Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.416,118.207,1086,,Unknown
590835,Discovery,Antarctica,Stratovolcano,,,Antarctica,Antarctica and South Sandwich Islands,-78.374,165.015,2578,,Intraplate / Continental crust (>25 km)
