Global Volcanism Program - Volcanoes of the World 4.8.6,,,Basic List of Pleistocene Volcanoes,,Downloaded on 05 Mar 2020 at 10:51 AM,,,,,,,
Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
271805,Ampiro,Philippines,Stratovolcano?,,,Philippines and SE Asia,Mindanao,8.388,123.63,1532,,Subduction zone / Continental crust (>25 km)
272800,Nelangaapan,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,9.932,125.27,687,,Subduction zone / Continental crust (>25 km)
272801,Ilihan,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,10.483,125.122,903,,Subduction zone / Continental crust (>25 km)
272802,Alto,Philippines,Compound,,,Philippines and SE Asia,Central Philippines,11.108,124.75,1350,,Subduction zone / Continental crust (>25 km)
272803,Cancajanag,Philippines,Lava dome(s),,,Philippines and SE Asia,Central Philippines,11.07,124.78,900,,Subduction zone / Continental crust (>25 km)
272804,Maripipi,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,11.8,124.33,924,,Subduction zone / Continental crust (>25 km)
272805,Hingatungan,Philippines,Stratovolcano,,,Philippines and SE Asia,Central Philippines,10.594,125.101,796,,Subduction zone / Continental crust (>25 km)
272806,Lobi,Philippines,Stratovolcano,,,Philippines and SE Asia,Central Philippines,11.013,124.812,1302,,Subduction zone / Continental crust (>25 km)
272807,Pacdahauan,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,11.404,124.509,628,,Subduction zone / Continental crust (>25 km)
273085,Amorong Group,Philippines,Lava dome(s),,,Philippines and SE Asia,Luzon,15.825,120.742,369,,Subduction zone / Continental crust (>25 km)
273086,Santo Tomas,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,16.33,120.55,2260,,Subduction zone / Continental crust (>25 km)
273800,Gate Mountains,Philippines,Unknown,,,Philippines and SE Asia,Luzon,12.6,123.997,559,,Subduction zone / Continental crust (>25 km)
273801,Malinao,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,13.416,123.608,1548,,Subduction zone / Continental crust (>25 km)
273802,Sangay,Philippines,Unknown,,,Philippines and SE Asia,Luzon,13.52,123.53,0,,Subduction zone / Continental crust (>25 km)
273803,Cone-Culasi,Philippines,Volcanic field,,,Philippines and SE Asia,Luzon,13.92,123.02,959,,Subduction zone / Continental crust (>25 km)
273804,Labo,Philippines,Compound,,,Philippines and SE Asia,Luzon,14.02,122.792,1544,,Subduction zone / Continental crust (>25 km)
273805,Dagit-Dagitan,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,13.53,121.078,364,,Subduction zone / Continental crust (>25 km)
273806,Panay,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,13.723,120.893,501,,Subduction zone / Continental crust (>25 km)
273807,Malepunyo,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,14.95,121.23,963,,Subduction zone / Continental crust (>25 km)
273808,Anilao Hill,Philippines,Pyroclastic cone,,,Philippines and SE Asia,Luzon,13.9,121.18,358,,Subduction zone / Continental crust (>25 km)
273809,Cariliao,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,14.13,120.75,656,,Subduction zone / Continental crust (>25 km)
273810,Corregidor,Philippines,Caldera,,,Philippines and SE Asia,Luzon,14.4,120.58,173,,Subduction zone / Continental crust (>25 km)
274800,Matarem,Philippines,Compound,,,Philippines and SE Asia,North of Luzon,20.38,121.93,459,,Subduction zone / Crustal thickness unknown
275010,Leizhou Bandao,China,Volcanic field,,,Philippines and SE Asia,Southeast Asia,20.78,110.17,259,,Intraplate / Continental crust (>25 km)
275090,Lower Chindwin,Burma (Myanmar),Volcanic field,,,Philippines and SE Asia,Southeast Asia,22.28,95.1,385,,Intraplate / Continental crust (>25 km)
275800,Weizhoudao,China,Shield,,,Philippines and SE Asia,Southeast Asia,21.05,109.13,0,,Intraplate / Continental crust (>25 km)
275801,Unnamed,Vietnam,Cone,,,Philippines and SE Asia,Southeast Asia,19.45,105.53,0,,Unknown
275802,Unnamed,Vietnam,Cone,,,Philippines and SE Asia,Southeast Asia,19.32,105.53,0,,Unknown
275803,Vinkh-Linkh,Vietnam,Cone,,,Philippines and SE Asia,Southeast Asia,17.08,107.05,0,,Unknown
275804,Ban Chay,Cambodia-Vietnam,Volcanic field,,,Philippines and SE Asia,Southeast Asia,14,107.5,0,,Intraplate / Continental crust (>25 km)
275805,Pleiku-Bantour Volcanic Field,Vietnam,Cone(s),,,Philippines and SE Asia,Southeast Asia,13.85,108.1,1028,,Intraplate / Continental crust (>25 km)
275806,Darlac Volcanic Field,Vietnam,Cone(s),,,Philippines and SE Asia,Southeast Asia,12.88,108.2,0,,Intraplate / Continental crust (>25 km)
275807,Bas Song Be,Vietnam,Volcanic field,,,Philippines and SE Asia,Southeast Asia,11.67,106.67,0,,Intraplate / Continental crust (>25 km)
275808,Pailin,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,12.9,102.6,0,,Intraplate / Continental crust (>25 km)
275809,Cham,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,12.1,105.6,0,,Intraplate / Continental crust (>25 km)
275810,Chup,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,11.9,105.82,0,,Intraplate / Continental crust (>25 km)
275811,Snoul,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,12.1,106.4,0,,Intraplate / Continental crust (>25 km)
275812,Haut Song Be,Cambodia,Volcanic field,,,Philippines and SE Asia,Southeast Asia,12.05,107.25,0,,Intraplate / Continental crust (>25 km)
275813,Bolaven Plateau,Laos,Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,15.142,106.45,1350,,Intraplate / Continental crust (>25 km)
275814,Buriram,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,15,103,0,,Intraplate / Continental crust (>25 km)
275815,Chanthaburi,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,12.5,102.2,0,,Intraplate / Continental crust (>25 km)
275816,Lampang,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,18.3,99.6,0,,Intraplate / Continental crust (>25 km)
275817,Ban Chiang Khian,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,19.8,100,0,,Intraplate / Continental crust (>25 km)
275818,Ban Hui Sai,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,20.3,100.3,0,,Intraplate / Continental crust (>25 km)
275819,Kuantan Basalt,Malaysia,Cone,,,Philippines and SE Asia,Southeast Asia,3.886,103.365,10,,Unknown
275820,Medaw Island,Burma (Myanmar),Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,11.72,98.67,115,,Intraplate / Continental crust (>25 km)
275821,Thaton,Burma (Myanmar),Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,17.42,96.95,30,,Subduction zone / Continental crust (>25 km)
275823,Namyong,Burma (Myanmar),Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,25.68,96.43,508,,Subduction zone / Continental crust (>25 km)
275834,Gaojianshi,China,Unknown,,,Philippines and SE Asia,Southeast Asia,17,112.5,0,,Intraplate / Oceanic crust (< 15 km)
275835,Bokeo Volcanic Field,Cambodia,Pyroclastic cone(s),,,Philippines and SE Asia,Southeast Asia,13.5,107.2,500,,Intraplate / Continental crust (>25 km)
281801,Tsaolingshan,Taiwan,Shield,,,"Japan, Taiwan, Marianas",Taiwan,24.83,121.28,347,,Subduction zone / Continental crust (>25 km)
281802,Chilung Group,Taiwan,Lava dome(s),,,"Japan, Taiwan, Marianas",Taiwan,25.08,121.85,729,,Subduction zone / Continental crust (>25 km)
281803,Huapinghsu,Taiwan,Stratovolcano,,,"Japan, Taiwan, Marianas",Taiwan,25.424,121.946,51,,Subduction zone / Continental crust (>25 km)
281804,Mienhuayu,Taiwan,Stratovolcano,,,"Japan, Taiwan, Marianas",Taiwan,25.484,122.106,29,,Subduction zone / Continental crust (>25 km)
281805,Pengchiahsu,Taiwan,Stratovolcano,,,"Japan, Taiwan, Marianas",Taiwan,25.63,122.08,120,,Subduction zone / Continental crust (>25 km)
282041,Kogajajima,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.879,129.625,301,,Subduction zone / Oceanic crust (< 15 km)
282800,Kobi-sho,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,25.919,123.682,117,,Subduction zone / Oceanic crust (< 15 km)
282801,Gajajima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.904,129.541,452,,Subduction zone / Oceanic crust (< 15 km)
282802,Kuroshima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.825,129.94,622,,Subduction zone / Continental crust (>25 km)
282804,Sendai,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.731,130.451,677,,Subduction zone / Continental crust (>25 km)
282805,Satsuma Maru-yama,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.799,130.411,218,,Subduction zone / Continental crust (>25 km)
282806,Imuta,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.819,130.463,509,,Subduction zone / Continental crust (>25 km)
282807,Hokusatsu,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.872,130.608,703,,Subduction zone / Continental crust (>25 km)
282808,Kakuto,Japan,Caldera,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.042,130.767,0,,Subduction zone / Continental crust (>25 km)
282809,Sone,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.053,129.083,143,,Subduction zone / Continental crust (>25 km)
282810,Ojikajima,Japan,Shield(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.199,129.051,95,,Subduction zone / Continental crust (>25 km)
282811,Taradake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.984,130.079,1076,,Unknown
282812,Kinpo,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.811,130.641,665,,Unknown
282813,Yabakei,Japan,Caldera,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.169,131.221,800,,Subduction zone / Continental crust (>25 km)
282814,Hane-yama,Japan,Shield,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.228,131.133,1140,,Subduction zone / Continental crust (>25 km)
282815,Hohi,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.284,131.319,1236,,Subduction zone / Continental crust (>25 km)
282816,Futago,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.58,131.604,720,,Subduction zone / Continental crust (>25 km)
282817,Hime-shima Volcanic Group,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.718,131.669,267,,Unknown
282818,Kurose,Japan,Volcanic remnant,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.695,130.233,8,,Subduction zone / Continental crust (>25 km)
282819,Iki Volcanic Group,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.738,129.712,213,,Subduction zone / Continental crust (>25 km)
282820,Tokara Hirase,Japan,Unknown,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.036,130.058,27,,Subduction zone / Oceanic crust (< 15 km)
283800,Mutsure-jima,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,33.974,130.866,104,,Subduction zone / Continental crust (>25 km)
283801,Shikuma,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,34.098,131.761,504,,Subduction zone / Continental crust (>25 km)
283802,Tokuyama-Mitake,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,34.189,131.844,790,,Subduction zone / Continental crust (>25 km)
283803,Sengoku,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,34.186,131.76,661,,Subduction zone / Continental crust (>25 km)
283804,Chojagahara,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,34.271,131.669,390,,Subduction zone / Continental crust (>25 km)
283805,Aonoyama,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,34.459,131.798,908,,Subduction zone / Continental crust (>25 km)
283806,Oetaka-yama,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,35.061,132.431,808,,Subduction zone / Continental crust (>25 km)
283807,Yokote,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,35.201,133.267,967,,Subduction zone / Continental crust (>25 km)
283808,Noro,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,35.41,133.182,180,,Subduction zone / Continental crust (>25 km)
283809,Daikon-jima,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,35.493,133.174,42,,Subduction zone / Continental crust (>25 km)
283810,Tsuruta,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,35.338,133.422,301,,Subduction zone / Continental crust (>25 km)
283811,Daisen,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.368,133.549,1729,,Subduction zone / Continental crust (>25 km)
283812,Ogino-Sen,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,35.437,134.444,1310,,Subduction zone / Continental crust (>25 km)
283813,Takara,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,35.343,134.922,350,,Subduction zone / Continental crust (>25 km)
283814,Nanzaki,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,34.604,138.832,106,,Subduction zone / Continental crust (>25 km)
283815,Jaishi,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,34.71,138.786,520,,Subduction zone / Continental crust (>25 km)
283816,Tanaba,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.907,138.852,1035,,Subduction zone / Continental crust (>25 km)
283817,Daruma,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.952,138.843,982,,Subduction zone / Continental crust (>25 km)
283818,Tenshi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.924,138.968,608,,Subduction zone / Continental crust (>25 km)
283819,Usami,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.968,139.063,592,,Subduction zone / Continental crust (>25 km)
283820,Taga,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.078,139.031,798,,Subduction zone / Continental crust (>25 km)
283821,Yugawara,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.173,139.029,1004,,Subduction zone / Continental crust (>25 km)
283822,Ashitaka,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.238,138.794,1504,,Subduction zone / Continental crust (>25 km)
283823,Kurofuji,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,35.8,138.513,1764,,Subduction zone / Continental crust (>25 km)
283824,Yatsugatake,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,35.968,138.373,2899,,Subduction zone / Continental crust (>25 km)
283825,Kirigamine,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,36.1,138.2,1925,,Subduction zone / Continental crust (>25 km)
283826,Utsukushigahara,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,36.223,138.111,2034,,Subduction zone / Continental crust (>25 km)
283827,Ueno,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,35.59,137.505,606,,Subduction zone / Continental crust (>25 km)
283828,Yuga-mine,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,35.802,137.284,1067,,Subduction zone / Continental crust (>25 km)
283829,Eboshi-Washigatake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.937,136.974,1672,,Subduction zone / Continental crust (>25 km)
283830,Bishamon-dake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.936,136.795,1386,,Subduction zone / Continental crust (>25 km)
283831,Dainichiga-take,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.998,136.841,1709,,Subduction zone / Continental crust (>25 km)
283832,Ryohaku Maru-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.046,136.8,1786,,Subduction zone / Continental crust (>25 km)
283833,Gankyoji,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.054,136.743,1691,,Subduction zone / Continental crust (>25 km)
283834,Kyoga-take,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.043,136.625,1671,,Subduction zone / Continental crust (>25 km)
283835,Dainichi-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.15,136.5,1369,,Subduction zone / Continental crust (>25 km)
283836,Tomuro,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,36.528,136.75,548,,Subduction zone / Continental crust (>25 km)
283837,Kamitakara,Japan,Unknown,,,"Japan, Taiwan, Marianas",Honshu,36.2,137.502,1831,,Subduction zone / Continental crust (>25 km)
283838,Hodakadake,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,36.286,137.651,3190,,Subduction zone / Continental crust (>25 km)
283839,Momisawa-dake,Japan,Unknown,,,"Japan, Taiwan, Marianas",Honshu,36.364,137.611,2755,,Subduction zone / Continental crust (>25 km)
283840,Kaminoroka,Japan,Unknown,,,"Japan, Taiwan, Marianas",Honshu,36.471,137.599,2465,,Subduction zone / Continental crust (>25 km)
283841,Shirouma-Oike,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.786,137.802,2469,,Subduction zone / Continental crust (>25 km)
283842,Madarao,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.834,138.278,1382,,Subduction zone / Continental crust (>25 km)
283843,Kurohime,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.81,138.13,2053,,Subduction zone / Continental crust (>25 km)
283844,Iizuna,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.736,138.137,1917,,Subduction zone / Continental crust (>25 km)
283845,Motodori,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,36.717,138.247,745,,Subduction zone / Continental crust (>25 km)
283846,Minakami,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,36.551,138.226,659,,Subduction zone / Continental crust (>25 km)
283847,Eboshi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.43,138.39,2227,,Subduction zone / Continental crust (>25 km)
283848,Hanamagari,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.408,138.649,1757,,Subduction zone / Continental crust (>25 km)
283849,Azumayasan,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.541,138.412,2323,,Subduction zone / Continental crust (>25 km)
283850,Omeshi-dake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.626,138.461,2160,,Subduction zone / Continental crust (>25 km)
283851,Takayashiro,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.796,138.407,1351,,Subduction zone / Continental crust (>25 km)
283852,Sekita,Japan,Stratovolcano?,,,"Japan, Taiwan, Marianas",Honshu,36.974,138.386,1289,,Subduction zone / Continental crust (>25 km)
283853,Kenashi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.895,138.489,1650,,Subduction zone / Continental crust (>25 km)
283854,Torikabuto,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.836,138.587,2038,,Subduction zone / Continental crust (>25 km)
283855,Naeba,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.843,138.694,2145,,Subduction zone / Continental crust (>25 km)
283856,Iiji,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.953,138.836,1112,,Subduction zone / Continental crust (>25 km)
283857,Masugata,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,37.075,138.833,749,,Subduction zone / Continental crust (>25 km)
283858,Komochi-Onoko,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.589,139.001,1296,,Subduction zone / Continental crust (>25 km)
283859,Sukai-Kesemaru,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.687,139.34,2144,,Subduction zone / Continental crust (>25 km)
283860,Numanokami,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.772,139.279,1541,,Subduction zone / Continental crust (>25 km)
283861,Hotaka,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.802,139.136,2158,,Subduction zone / Continental crust (>25 km)
283862,Ayame-daira,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.895,139.243,1969,,Subduction zone / Continental crust (>25 km)
283863,Kinunuma-Nenakusa,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,36.88,139.375,2141,,Subduction zone / Continental crust (>25 km)
283864,Nyoho-Akanagi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.808,139.54,2483,,Subduction zone / Continental crust (>25 km)
283865,Futamata,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.243,139.97,1544,,Subduction zone / Continental crust (>25 km)
283866,Aizu Nunobiki,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.321,140.018,1108,,Subduction zone / Continental crust (>25 km)
283867,Asakusa,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.341,139.237,1585,,Subduction zone / Continental crust (>25 km)
283868,Sumon,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.395,139.14,1537,,Subduction zone / Continental crust (>25 km)
283869,Sunagohara,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,37.454,139.688,729,,Subduction zone / Continental crust (>25 km)
283870,Nekoma,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.617,140.011,1404,,Subduction zone / Continental crust (>25 km)
283871,Aoso,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.082,140.611,820,,Subduction zone / Continental crust (>25 km)
283872,Shirataka,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.22,140.176,994,,Subduction zone / Continental crust (>25 km)
283873,Ganto-Kamuro,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,38.196,140.48,1485,,Subduction zone / Continental crust (>25 km)
283874,Adachi,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,38.218,140.654,0,,Subduction zone / Continental crust (>25 km)
283875,Daito,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.299,140.527,1366,,Subduction zone / Continental crust (>25 km)
283876,Funagata,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,38.453,140.623,1500,,Subduction zone / Continental crust (>25 km)
283877,Gassan,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.546,140.03,1984,,Subduction zone / Continental crust (>25 km)
283878,Mukaimachi,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,38.75,140.52,657,,Subduction zone / Continental crust (>25 km)
283879,Onikobe,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,38.83,140.695,769,,Subduction zone / Continental crust (>25 km)
283880,Takamatsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.965,140.61,1348,,Subduction zone / Continental crust (>25 km)
283881,Kobinai,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.018,140.523,1004,,Subduction zone / Continental crust (>25 km)
283882,Yakeishi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.161,140.832,1548,,Subduction zone / Continental crust (>25 km)
283883,Tazawa,Japan,Caldera(?),,,"Japan, Taiwan, Marianas",Honshu,39.718,140.665,249,,Subduction zone / Continental crust (>25 km)
283884,Kayo,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.804,140.734,1254,,Subduction zone / Continental crust (>25 km)
283885,Nyuto-Takakura,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,39.802,140.842,1478,,Subduction zone / Continental crust (>25 km)
283886,Tamagawa,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,39.897,140.781,1300,,Subduction zone / Continental crust (>25 km)
283887,Moriyoshi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.974,140.547,1454,,Subduction zone / Continental crust (>25 km)
283888,Kanpu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.931,139.879,355,,Subduction zone / Continental crust (>25 km)
283889,Nanashigure,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,40.066,141.109,1063,,Subduction zone / Continental crust (>25 km)
283890,Tashiro,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,40.426,140.412,1178,,Subduction zone / Continental crust (>25 km)
283891,Okiura,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,40.57,140.73,985,,Subduction zone / Continental crust (>25 km)
283892,Mutsu-Hiuchi-dake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,41.436,141.056,781,,Subduction zone / Continental crust (>25 km)
283896,Kannabe,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,35.504,134.678,460,,Subduction zone / Continental crust (>25 km)
283897,Daira-Komaga-take,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,40.41,140.255,1158,,Subduction zone / Continental crust (>25 km)
283898,Dorobu,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,36.898,139.579,1322,,
284043,Mikura Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.725,139.408,-321,,Subduction zone / Oceanic crust (< 15 km)
284086,Nichiyo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.482,140.327,-1042,,Subduction zone / Crustal thickness unknown
284087,Getsuyo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.306,140.471,-1095,,Subduction zone / Crustal thickness unknown
284088,Kayo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.064,140.537,-814,,Subduction zone / Crustal thickness unknown
284089,Kinyo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.084,140.802,-838,,Subduction zone / Crustal thickness unknown
284144,Kasuga 3,United States,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.399,143.626,-1325,,
284145,Eifuku,United States,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.409,144.161,-551,,
284800,Udonejima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.469,139.297,209,,Subduction zone / Oceanic crust (< 15 km)
284801,Onoharajima,Japan,Lava dome,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.045,139.387,114,,Subduction zone / Oceanic crust (< 15 km)
284802,Inamba-jima,Japan,Lava dome,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.648,139.302,74,,Subduction zone / Oceanic crust (< 15 km)
